"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",-1.30010892778713,-0.605588373930648,1.27800905062422,-0.317589243315861,0.505487740407475,1.66146153095361,0.448369519502505,0.865843412295568,1.00676958904122,2.61299328211258,2.2652603159936,-1.11147900534338,-0.291160403333598,-0.834809808211515,-1.48578036801398,0.98192060941479,-1.51465157953639,1.27624762363967,-0.023486280584846,-0.89925742727788,-0.454012933528497,1.36969004817052,0.0592014391869407,-0.7678087319454,1.71300316599886,0.0163514029983261,0.768563432313202,1.01784403585643,0.319661963962805,-0.495097886760099,-1.20184082441831,-0.498726124814667,-1.25704337398007,2.0357639280969,-1.62535384371,1.15707988582775,-0.28591919166919,0.775434644770374,-1.9259059574668,-2.33845020129708
"2",1.14980720216907,-1.65767369832481,-1.77477931217967,0.0605013979566564,-1.85745859932465,0.109333843263676,-1.34456969497892,0.14950038559737,0.766661365689344,-0.0762102275407601,-0.441911790218243,0.615734707815081,-0.38818150479745,0.549949468546428,0.0221308002327279,0.987690847348842,-0.937665338997913,-2.78615883308423,1.09300417726394,-0.555894206804287,-0.0432114476591673,-1.18000661290075,1.46781527179088,0.0751831058514125,-1.86320195785437,0.680076502466404,0.245434504523753,1.04629904038753,-0.169237926391931,0.0586714037747734,1.42627683540655,-0.0202847940064382,-0.902895772060961,0.606570771085943,0.519367501538596,0.0286790137485373,0.60493799624156,0.169297069445947,0.156840057111442,-0.943685820449172
"3",1.34085690138473,-0.325326740809361,0.396926706880507,-1.24128097103007,-0.23719217500504,1.02700830959048,0.248609703789596,-1.84287285988434,0.822891989111388,0.0735023986607406,1.34830590982736,-1.46425856317313,0.794590999753668,-0.596869246554949,-0.878856572917568,2.33549161924056,-0.362640711936738,-1.10587410421842,-1.96056928066602,-0.927328523829684,0.599274614345356,-0.480876971326889,0.605939590289487,-1.66758182736908,0.242171948249006,-0.958469299664833,0.713573423072704,0.944935479832995,-0.670430924099733,0.157899676063794,-0.376373586597069,-0.0842407194640577,-1.40438556283904,2.16567608677017,0.583577855865126,1.26461223278174,0.686032897589317,0.825907779577927,-1.81907674032699,-1.43334376203656
"4",0.511879128411994,-1.65676604697785,-0.838638484008942,-0.532119647624358,-0.101943427841656,1.13939872178123,-1.42413036182044,-0.278889616975594,1.07948449931765,-0.206243197759312,-0.16194595356249,1.75952763819715,-1.64095689263281,0.612147103962657,0.508438789015382,1.82468834954789,-0.494969574077756,-1.69557283653433,0.34014257180572,-0.270117756109776,1.48667194990068,0.71444039909876,0.0223360570846631,0.0963400069020973,-0.232433637274042,-0.329717582846513,-1.73126330070167,-0.288680090554416,3.25467758861807,-2.20897723111255,-0.347038416820974,0.610265422072967,0.945808531572378,-0.849656313088849,-0.0613099037614249,0.376294030707435,0.422370731470149,-0.895219385757086,-0.121340881914571,1.09424044312239
"5",-1.21122624292046,0.131722256064521,0.2996505677037,0.864171533403879,-0.795493997246688,0.913591057215151,-1.31200099825268,-0.769320167451511,0.111931144089016,0.46752434973922,-1.48898943271586,-3.40821779644838,-1.14494906267134,-0.69048981621447,0.72894480235203,1.62885017756672,1.13030028220242,-0.407719424867211,0.476605724780307,-0.00815355212664415,-0.412707574234784,-0.940260327921166,-0.278820255947508,0.0882436505103507,-1.51552954076556,-0.581748866645251,-0.217632887483112,-0.651387406157497,2.51487010979686,-0.548016157986092,0.00915331681555415,-1.75130304777103,0.642820217568526,0.171499237700564,0.22040736910031,0.516827839013758,0.723891378715949,-0.250130318616347,0.393124370118433,0.616835787425352
"6",0.578803352483339,-1.12017420075602,1.20462282935433,-1.10426547315579,1.73919806682878,0.964871007470216,1.41195210901851,-1.4916355871461,0.133139838818856,-0.412462245296765,-0.471370743761371,-1.84939832150687,1.04765381676736,-0.54978179561788,-0.59520252823184,-0.0116386708060006,1.58977148829077,0.141873521427615,0.778448630541837,0.952813286948617,0.543127555089904,0.108578611428521,0.690662971822384,-1.18006897142124,0.34825725857294,-0.141289683176725,0.765961068589403,0.284778687329134,-1.22210289086947,0.733237994905389,-2.0665294150166,0.804653302411917,-2.39102747856955,-0.589604467353245,0.132852733320014,2.38046996890222,0.332912648241565,1.87922390607031,-1.36170105248392,-1.01372789166844
"7",-0.459289300951875,0.383488297044765,-1.30175721622675,1.74081655075341,-0.038146512051993,0.87307659958562,-0.421842117569374,-1.33557494100188,0.743681926198785,-1.98424297096512,-0.0559940416640168,-1.14177540949775,0.0605008103221736,-0.385168349981632,0.470890533100821,1.54516950643414,0.37690632766745,-0.506702038728256,-0.685271482229384,-1.46024471235331,0.128573652440541,0.430415368502808,2.55409604767679,-3.98201865917484,2.54137327980366,-1.19034659732651,0.485809896347762,-0.762206916254144,-0.777132547152767,-0.127222354822738,-2.97007780448273,-1.67730492667619,-2.52150100539215,-0.496595528320831,0.210032239389081,2.30761786313145,0.783988822819905,0.94552194522185,-0.0253920694338343,-1.93562149862683
"8",0.265471989754149,-0.533571097121576,-0.0575743679177877,-1.77782347292144,-1.58040735775547,2.4751377168192,-0.2113804664364,1.44949839279316,-0.579517085589702,-0.607413079371821,-0.58102950742986,-0.204186730384332,1.04021924025399,1.01662809344331,-2.24140110279938,-1.11102699782703,2.29138636291975,0.198395359430296,0.835972991037456,1.1667822497752,0.179262686081239,0.529453321066088,3.25594104700985,-2.30396614464154,0.170325869706019,0.593720612078084,0.859323181151326,1.11857641163924,0.444478225398912,-1.6704375089279,-0.78553984257907,-0.306114487892725,0.0638184740697467,-2.09934290634635,-0.384442287529058,2.23511513056347,1.32851844951135,1.55283494216165,-1.6009052551786,-2.07655317319483
"9",-0.0169537854971732,0.25544101623035,0.988608014397446,0.243951573176332,0.145175034422185,1.10955053492325,0.670620083668835,-0.954301579926823,0.0182575274014952,-1.41151480669488,-0.524742094831466,-1.7582213763582,-0.619792108470721,0.732394129016758,0.935746988899535,0.554046537526735,0.140968174708459,-0.135256433566295,0.141885643594765,-1.50833937603174,1.19832040890919,-2.06087479817598,-1.20454809075858,2.02069223386618,-3.08330722856522,-0.412714293268589,2.33688384713881,0.86938649750431,2.84582295291298,-0.979386797515337,0.388300770503039,-1.51618388865975,-0.0380513779272743,1.44884590742187,1.21846430675026,-1.17633440306264,1.04934482054248,-0.456666923478635,0.315141600759812,0.928225851522582
"10",-1.77442705402998,-2.09247578406748,1.7792667231743,-0.375643072179512,0.263899611412668,0.571519541067777,-0.466474880693635,-0.276707309894492,0.799677084095427,-0.293648961233086,1.28415635317094,1.50860252236657,1.48583142290396,-2.52516108237228,-1.39572690422248,-1.01313565931276,2.22448102988949,1.64754001051936,-3.46499863720173,0.708668144793828,-1.16677301831589,-1.20006507180973,-0.103239108797317,0.800131093664954,-1.0004556110796,1.07049928891458,-1.83585105263316,-2.07048939965673,1.16692797484213,1.62504342466026,1.63430011311474,-4.11694801085708,0.119382856183481,0.31762244008243,-2.09319140813993,-0.377123930270045,-0.927351877806459,0.408117724814384,0.13922968625729,1.75758914271447
